id,patient_id,message_prompt,ai_response,Actual_intent,Predicted_intent,created_at
0bed8fce-4ddf-4ed8-8e1f-7b36ddcd2e58,3773c8e3-84a5-4057-8ed3-1066118cb686,oh bat dalawa ung appointment ko?,Your appointment has been successfully cancelled.,appointments,appointments,2026-08-07 02:49:47.497723+08
0ca1543f-69d6-4751-b1ff-b5c9c0ece7ed,b2a4f9ce-50d2-47e3-9975-5dd925bf13f9,Can I eat after my extraction?,"For post-operative care: Avoid eating solid foods until the anesthesia wears off. If you experience severe bleeding, swelling, or worsening pain that isn't managed by prescribed painkillers, please contact us immediately or visit the nearest emergency room.",post_op_care,post_op_care,2026-07-14 16:56:16.473389+08
0e76c8f1-f131-44d9-902d-2dd59874613d,69363311-72e8-4dfa-8cdf-d07e2544547e,magkano ba mga services,"**Narito po ulit ang opisyal na fee list ng TeethTalk Dental Clinic (PHP):**

| **Kategorya** | **Serbisyo / Procedure** | **Presyo** |
|---|---|---|
| **Braces** | Metal Braces | 35,000 |
|  | Ceramic Braces | 45,000 |
|  | Self‑Ligating Braces | 75,000 |
|  | Sapphire Braces | 102,000 |
|  | Removal of Braces (Patient) | 3,000 |
|  | Removal of Braces (Non‑Patient) | 5,000 |
| **Preventive / Cleaning** | TADS | 15,000 |
|  | Deep Scale | 3,000 |
|  | NSRP | 2,500 |
|  | SRP | 5,000 |
| **Extractions & Surgery** | Complicated Exo | 4,000 |
|  | Wisdom Tooth Exo | 8,000 |
|  | Gingivectomy | 2,500 |
|  | Hard & Soft Tissue Surgery | 5,000 |
|  | Implant | 125,000 |
| **Restorative / Cosmetic** | Build Up | 3,000 |
|  | Fiber Reinforced Composite | 5,000 |
|  | Whitening w/ Free OP | 6,000 |
|  | Oral Prophylaxis | 1,000 |
|  | Basic Exo | 1,000 |
|  | Additional Carpule | 300 |
|  | Restoration (1 week warranty) | 1,000 |
|  | Root Canal Treatment | 7,000 |
|  | Vital Pulp Therapy | 8,000 |
|  | Fiber Post | 2,500 |
|  | Build Up w/ Fiber Reinforced | 4,000 |
| **Dentures** | Ordinary/Acrylic Denture | 8,000 |
|  | Complete Denture (Ordinary) | 10,000 |
|  | Flexible Denture | 15,000 |
|  | Ivocap Denture | 20,000 |
|  | Thermosen Denture | 20,000 |
|  | Denture Additional – Metal Framework | 5,000 |
|  | Denture Additional – Metal/Flexible Clasp | 2,000 |
|  | Denture Additional – Wire Clasp | 500 |
|  | Denture Additional – Metal Mesh | 2,000 |
|  | Denture Additional – Palatal Lingual Wire | 1,000 |
|  | Denture Additional – Branded Pontic | 3,000 |
| **Crowns / Bridges** | Composite Veneers | 3,500 |
|  | Plastic Crown/Bridge | 3,000 |
|  | PFM Crown/Bridge | 9,500 |
|  | Ceramage Crown/Bridge | 9,500 |
|  | Tilite Crown/Bridge | 10,500 |
|  | EMAX Crown/Bridge | 16,500 |
|  | Zirconia Crown/Bridge | 20,500 |
| **Imaging** | Periapical X‑ray | 500 |
|  | Panoramic X‑ray | 1,000 |
| **Retainers & Appliances** | Hawley Retainer | 5,000 |
|  | Clear Retainer/Essex | 10,000 |
|  | Lingual Retainer | 8,000 |
|  | Retainer Additional Pontic | 500 |
|  | TMJ Consultation | 500 |
|  | TMJ 2nd Appointment | 1,500 |
|  | TMJ Appliance | 10,000 |
|  | TMJ 4th Appointment | 30,000 |
|  | Splint | 10,000 |
|  | SVED | 10,000 |
|  | Sagittal Appliance | 10,000 |
|  | Transverse Appliance | 10,000 |
|  | Bite Plane | 10,000 |

**Paalala:** Ang lahat ng bayad ay isinusukli sa front desk pagkatapos ng konsultasyon ng dentista. Walang pre‑payment required para sa online reservation.

Kung nais po ninyong mag‑schedule ng appointment para sa alinman sa mga serbisyong ito, ipaalam niyo lang po ang:

1. Preferred dentist (pumili mula sa listahan)",billing,billing,2026-09-15 17:15:25.102388+08
0e92d2eb-ae51-4d90-bf9e-79158d0deaf0,3773c8e3-84a5-4057-8ed3-1066118cb686,hmm. Ang gusto ko sana ay si Dr. Sophia Villanueva. Sa susunod na araw sana ng alas 2 ng hapon.,"Nabook na ang iyong appointment kay Dr. Sophia Villanueva sa August 8, 2pm. Paki-attend lang sa iyong schedule at huwag mag-forget. Kung may mga katanungan ka, pwede mo akong tanungin.",appointments,appointments,2026-08-07 03:03:56.920074+08
102a679a-fc90-45fc-bb1a-cdb6f47f2f9b,69363311-72e8-4dfa-8cdf-d07e2544547e,nanakit ung ngipin ko,"I’m sorry to hear that you’re experiencing tooth pain. While I can’t give a medical diagnosis here, it’s best to have a dentist evaluate the cause as soon as possible.

**May I help you schedule an appointment?**  
To do that, I’ll need a few details:

1. **Preferred dentist** (choose from our available doctors):
   - Dr. Meg Cyrene Arellano  
   - Dr. Mikaela Reyes  
   - Dr. Gabriel Santos  
   - Dr. Isabella Garcia  
   - Dr. Rafael Mendoza  
   - Dr. Chloe Bautista  
   - Dr. Adrian Cruz  
   - Dr. Sophia Villanueva  
   - Dr. Elias Ramos  
   - Dr. Patricia Flores  
   - Dr. Miguel Aquino  

2. **Preferred clinic branch**: Fairview, San Juan, or Pasig.  

3. **Preferred date and time** (our office hours are 10 AM – 5 PM).  

4. **Reason for the visit** – you can select one of our services, such as:
   - **Basic Extraction** (₱1,000)  
   - **Complicated Extraction** (₱4,000)  
   - **Root Canal Treatment** (₱7,000)  
   - **Oral Prophylaxis** (₱1,000)  
   - **Dental Consultation** (any general check‑up)  

Feel free to let me know these preferences, and I’ll set up a **pending‑approval** appointment for you. If the pain becomes severe, you notice swelling, or there’s any bleeding, please consider seeking urgent care right away.",post_op_care,appointments,2026-09-08 13:54:45.646553+08
10aae15b-a65f-47f8-9fe7-d63feb265de9,69363311-72e8-4dfa-8cdf-d07e2544547e,tulungan moko mag book ng appointment,"**May naka‑schedule po kayong appointment**:

- **Date & Time:** September 14, 2026 at 1:00 PM  
- **Doctor:** (hindi pa nakatalaga)  

Ano po ang nais ninyong gawin?

- **Mag‑dagdag ng bagong appointment** (para sa ibang petsa/oras o ibang serbisyo)  
- **I‑modify** ang kasalukuyang appointment (baguhin ang petsa, oras, o dahilan)  
- **I‑cancel** ang kasalukuyang appointment  

Kung mag‑dagdag po kayo, pakibigay ang mga sumusunod para makapag‑book ako:

1. **Preferred dentist** (pumili mula sa listahan)  
2. **Preferred branch** – Fairview, San Juan, o Pasig  
3. **Preferred date & time** (clinic hours: 10 AM – 5 PM)  
4. **Reason / service** (hal. *Root Canal Treatment, Metal Braces, Oral Prophylaxis*, etc.)

Sabihin niyo lang po ang gusto ninyo, at aayusin ko agad ang booking. Salamat!",appointments,appointments,2026-09-14 13:14:34.833617+08
132ff0c2-b864-42d6-a4ce-01f28db2fd16,7be781c6-8900-461f-a0b2-64a94b14f00d,Explain my medication dose,"I'm sorry, my AI services have temporarily reached their limit. Please try again in a minute, or contact the clinic directly!",post_op_care,post_op_care,2026-07-15 07:15:47.998836+08
13703791-2ed3-4ef8-be7f-0e8dc43e6946,42633709-fb8a-4414-8647-09c764d806af,No Allergies. No preferred datae and time. Just modify the  existing reservation.,"Sure, I’ll update your existing reservation.

To complete the modification, I just need:

- **New date and time** (clinic hours are 10 AM – 5 PM).  
  *You can say something like “next Tuesday at 2 pm” or “this Friday morning.”*

Once you give me the preferred date and time, I’ll change the appointment to a **Root Canal Treatment** at our **Fairview** branch (any of our dentists will see you).  

Let me know the date and time that works best for you!",appointments,appointments,2026-09-16 00:46:42.104519+08
152b3e14-6e17-409d-8838-b897cc4cba9a,42633709-fb8a-4414-8647-09c764d806af,"No preferred date and time. Also, what is your recommended service?","**Recommended service**

Because you have a **moderate tooth ache + fever**, the most appropriate first step is to have the tooth **evaluated by a dentist**.  
The typical procedures we recommend for this situation are:

- **Root Canal Treatment** – PHP 7,000  
  *Used when the pulp is inflamed or infected and the tooth can be saved.*  

*If the dentist determines the tooth cannot be saved, an extraction (Basic Exo – PHP 1,000 or Complicated Exo – PHP 4,000) may be advised.*

---

### Next steps

1. **Branch:** Fairview (closest to Meycauayan) – ✅  
2. **Service:** Root Canal Treatment (or the dentist’s recommendation after examination) – ✅  
3. **Allergies / medical conditions / current meds?** Please let us know if you have any.  
4. **Preferred date & time** (clinic hours are 10 AM – 5 PM).  
   - You can say something like “next Tuesday morning” or “this Friday at 2 pm.”  
5. **Existing appointment:** You already have a reservation on **September 18, 2026 at 1:00 PM** (branch not yet set).  
   - Would you like to keep that appointment, **add a new one**, or **modify/cancel** the existing one?

Once we have the date, time, and any allergy/medical info, I’ll place a **PENDING‑APPROVAL** appointment for you at the Fairview branch.  

Feel free to reply in Taglish or Tagalog—whichever is easier for you! 😊",general_inquiry,general_inquiry,2026-09-16 00:45:09.285942+08
177077a4-a343-45c8-89e0-3e5008f1c29a,2c340d99-26c6-41ea-a129-d0e1f33dcbc1,do you know Aivee?,"I'm sorry, the clinic's AI system is currently offline (Missing API Key). Please contact the clinic directly!",general_inquiry,general_inquiry,2026-07-16 23:46:17.538431+08
185b3372-fe5f-40f2-9d0d-1b774dce248e,7be781c6-8900-461f-a0b2-64a94b14f00d,Explain my medication dose,"I'm a virtual assistant for the Teethtalk Dental Clinic Pasig, and I don't have the information about your medication dose. As a dental clinic assistant, I can provide general information about our services and policies, but I don't have access to your personal medical records or medication information.

If you have concerns about your medication or treatment, I recommend scheduling an appointment with one of our dentists to discuss your individual needs. They will be able to provide you with personalized advice and guidance.

Please let me know if there's anything else I can help you with, or if you need to schedule an appointment.",post_op_care,post_op_care,2026-07-15 07:26:22.814335+08
198b2c0a-252b-4199-bfd5-e21b36f605df,3773c8e3-84a5-4057-8ed3-1066118cb686,sure ka ba isa nalang?,"Oo, siguro ako. Mayroon kang **1** na nakaschedule na appointment. 

- **Date/Time**: August 10, 3:00 PM
- **Dentist**: Dr. Doc Meg
- **Reason**: Braces - Ceramic

Hindi ko na ma-access ang appointment ID mo. Pero sigurado ako na mayroon kang **1** na nakaschedule na appointment. Kung may mga katanungan ka pa, pwede mo akong tanungin.",appointments,appointments,2026-08-09 02:50:18.146797+08
19ea4f8e-b668-42a6-8681-d4cb953e1ef8,69363311-72e8-4dfa-8cdf-d07e2544547e,hm po magpakabit ng braces?,"**Magandang balita!** May iba't‑ibang uri ng braces po kami na pwedeng i‑schedule para sa inyo. Narito ang mga opsyon kasama ang presyo:

| **Uri ng Braces** | **Presyo (PHP)** |
|---|---|
| Metal Braces | **35,000** |
| Ceramic Braces | **45,000** |
| Self‑Ligating Braces | **75,000** |
| Sapphire Braces | **102,000** |

---

### Kasalukuyang naka‑schedule na appointment ninyo
| Appointment ID | Petsa & Oras | Doktor |
|---|---|---|
| 7a3da1d6‑b2bf‑4b14‑a6d5‑5825b7618793 | 2026‑09‑14 13:00 | (Hindi pa nakatalaga) |
| 30abd356‑97e0‑4e7b‑be25‑685c8f68635d | 2026‑09‑15 14:00 | (Hindi pa nakatalaga) |

**Kung nais ninyo mag‑add ng bagong appointment para sa braces, pakisagot po ang mga sumusunod:**

1. **Anong uri ng braces** ang gusto ninyo? (Metal, Ceramic, Self‑Ligating, o Sapphire)  
2. **Preferred dentist** – pumili mula sa listahan:  
   - Dr. Meg Cyrene Arellano  
   - Dr. Mikaela Reyes  
   - Dr. Gabriel Santos  
   - Dr. Isabella Garcia  
   - Dr. Rafael Mendoza  
   - Dr. Chloe Bautista  
   - Dr. Adrian Cruz  
   - Dr. Sophia Villanueva  
   - Dr. Elias Ramos  
   - Dr. Patricia Flores  
   - Dr. Miguel Aquino  
3. **Preferred branch** – Fairview, San Juan, o Pasig?  
4. **Petsa at oras** – Sabado ng umaga (sabihin po kung anong oras, halimbawa 10:00 AM, 11:30 AM, etc.)  

Kapag nakuha ko na po ang mga detalye, agad ko po i‑process ang inyong request. Ang appointment ay **PENDING APPROVAL** ng clinic staff hanggang makumpirma namin ang availability. Salamat po!",billing,billing,2026-09-16 20:35:31.014184+08
1a7df1ae-7f44-43f6-8ecf-da74e1a45b70,3773c8e3-84a5-4057-8ed3-1066118cb686,book an appointment,"To book an appointment, I'll need some more information from you. Can you please tell me the date you'd like to book the appointment for? 

Also, which dentist would you like to see? We have the following dentists available: 

- Dr. Doc Meg (ID: ddab5b5a-7818-4fb6-9d1a-9173ecc2bc49)
- Dr. Miguel Aquino (ID: 88c28efc-662c-4e6e-b08d-77e4cc504f05)
- Dr. Patricia Flores (ID: d8ac183c-4c0a-4f73-997a-d010f267e507)
- Dr. Elias Ramos (ID: 87892d6b-3e2c-48b5-8fe9-7d7ea119b712)
- Dr. Sophia Villanueva (ID: b78294db-e0df-4915-b5b5-e9399b096d68)
- Dr. Adrian Cruz (ID: 82bef313-532b-4388-bc11-d4717bda65b7)
- Dr. Chloe Bautista (ID: 7b180146-7148-4901-968f-67c3b062527f)
- Dr. Rafael Mendoza (ID: 03831c7a-b816-4046-ab1d-cb5ef17a8f29)
- Dr. Isabella Garcia (ID: 0aac7fad-eea0-40a7-bb18-ef8a9d7bf382)
- Dr. Gabriel Santos (ID: c1ea03da-c470-47d3-b3dd-adbe15e14adb)
- Dr. Mikaela Reyes (ID: 7eb824c4-d872-42a9-9b9b-a27a8cd08822)

Lastly, can you please tell me the reason for your appointment?",appointments,appointments,2026-08-07 01:38:27.123162+08
1ba0e729-6571-4914-b71a-2d46597ce9da,42633709-fb8a-4414-8647-09c764d806af,Good,"Got it! To modify your reservation, could you let me know the **date and time** you’d like to come in? (Our clinic hours are 10 AM – 5 PM.) Once I have that, I’ll update the appointment to a **Root Canal Treatment** at our **Fairview** branch.",appointments,appointments,2026-09-16 00:47:11.936042+08
1db7e7d3-0544-4a6a-b259-7bdb915fda05,3773c8e3-84a5-4057-8ed3-1066118cb686,pwede tulungan moko gumawa ng appointment,"I'm sorry, my AI services have temporarily reached their limit. Please try again in a minute, or contact the clinic directly!",appointments,appointments,2026-08-07 03:21:39.473032+08
21c1ded7-75a5-40f3-9f86-e4d6177c309e,69363311-72e8-4dfa-8cdf-d07e2544547e,Kapag ba masakit ang tyan ano ang dapat gawin? ,"Kung sumasakit ang iyong tiyan, **mas mainam na kumonsulta agad sa isang doktor o pumunta sa pinakamalapit na health center** para masuri ang sanhi nito. Ang mga sumusunod ay makakatulong habang naghihintay ka ng medikal na atensyon:

- **Uminom ng maraming tubig** at iwasan ang mga maanghang o mabigat na pagkain.
- **Magpahinga** at subukang mag‑relax; i‑lay flat ang katawan kung kinakailangan.
- **Huwag mag‑self‑medicate** nang walang payo ng doktor, lalo na kung hindi mo alam ang eksaktong dahilan ng pananakit.
- **Kung may kasamang lagnat, pagsusuka, matinding pananakit, o iba pang kakaibang sintomas**, pumunta agad sa emergency department o tawagan ang emergency hotline (911).

Kung ang pananakit ay may kinalaman sa **dental treatment** (hal. pagkatapos ng extraction o iba pang procedure) at sa tingin mo ito ay kaugnay ng iyong ngipin o gilagid, maaari kang mag‑schedule ng follow‑up appointment dito sa Teethtalk Dental Clinic para ma‑evaluate ng aming mga dentista.

**Ano man ang iyong napagpasyahan, huwag mag‑atubiling mag‑seek ng professional medical help agad.**  

Kung kailangan mo ng appointment para sa dental follow‑up, sabihin mo lang sa akin ang:

- Preferred dentist (mula sa listahan namin)  
- Preferred branch (Fairview, San Juan, o Pasig)  
- Desired date & time (Mon‑Sat, 9 AM‑5 PM)  
- Reason for the visit (hal. “post‑extraction check‑up”)  

Handa akong i‑arrange ito para sa iyo. 😊",post_op_care,post_op_care,2026-08-18 20:34:00.542053+08
224a2b84-94b4-49d3-a943-1751dd65034c,3773c8e3-84a5-4057-8ed3-1066118cb686,ay nag doble na ung appointment ko. D mo ba pwedeng tanggalin nalnag ung aug 8 na appointment,"Na-cancel na ang iyong appointment sa August 8. Ngayon, ang iyong schedule ay:
- August 9, 2pm kay **Dr. Sophia Villanueva**
Kung may mga katanungan ka, pwede mo akong tanungin.",appointments,appointments,2026-08-07 03:05:02.887568+08
23c98e56-3d23-482f-8545-a0d3e0be1b1a,69363311-72e8-4dfa-8cdf-d07e2544547e,safe ba uminom ng mefenamic acid every 4 hours?,"I’m not able to give specific medical dosing advice. For any medication—including **mefenamic acid**—it’s safest to:

- **Check the label** or the prescription instructions from your doctor or pharmacist.  
- **Ask your prescribing dentist or physician** whether taking it every 4 hours is appropriate for your health condition, especially if you have high blood pressure, allergies, or are on other medicines.  
- **Watch for side‑effects** such as stomach upset, dizziness, or unusual bleeding, and let your healthcare provider know right away if they occur.

If you’d like to discuss this further with one of our dentists or schedule a quick consultation, just let me know your preferred branch, doctor, and a convenient date/time. I’m happy to help set that up for you.",post_op_care,post_op_care,2026-09-16 20:41:45.593766+08
24a19b95-e07a-4145-b959-324658b0d329,69363311-72e8-4dfa-8cdf-d07e2544547e,Can I eat after my extraction?,"For post-operative care: Avoid eating solid foods until the anesthesia wears off. If you experience severe bleeding, swelling, or worsening pain that isn't managed by prescribed painkillers, please contact us immediately or visit the nearest emergency room.",post_op_care,post_op_care,2026-09-14 15:06:21.087431+08
2654283d-3d2b-4bd3-965a-cefa0f6f7a7d,3773c8e3-84a5-4057-8ed3-1066118cb686,"Hmmm, I want dr. doc meg for tomorrow at 3pm for tooth extraction","To confirm, you'd like to book an appointment with Dr. Doc Meg for tomorrow at 3 PM for a tooth extraction.

Can you please tell me your preferred date and time in a specific format so I can book the appointment for you with the 'book_appointment' function?",appointments,appointments,2026-08-07 01:54:18.230728+08
26cfbb36-dda7-46c3-87f4-17807d1e57f3,4eacd3f7-72bd-4eaf-8b9f-ac39baa66ec9,hiii,"**Hello! 👋**  
Welcome to **TeethTalk Dental Clinic Pasig**. How can I assist you today?  

- Scheduling an appointment  
- Information about our services or fees  
- Post‑treatment care tips  
- Clinic policies  

Just let me know what you need!",general_inquiry,general_inquiry,2026-09-12 10:13:01.234017+08
